Accession,Species,Host,Host_ID
JQ086377,Escherichia virus HK633,Escherichia coli,"['CP002291.1', 'LR134234.1', 'CP031134.1', 'CP026199.1', 'CP010160.1', 'CP043754.1', 'CP010196.1', 'CP010186.1', 'CP023142.1', 'CP022393.1', 'CP010229.1', 'CP043752.1', 'CP041448.1', 'CP034843.1', 'CP002729.1', 'CP007391.1', 'CP007390.1', 'CP007265.1', 'CP041628.1', 'CP010242.1', 'CP041550.1', 'CP029180.1', 'CP023201.1', 'CP016628.1', 'CP025739.1', 'CP042588.1', 'CP033096.1', 'LR740776.1', 'CP018953.1', 'CP010876.1', 'CP018948.1', 'CP040886.1', 'CP042973.1', 'CP042899.1', 'CP032145.1', 'CP040390.1', 'CP040263.1', 'LR134220.1', 'LS483296.1', 'CP018206.1', 'CP018976.1', 'CP010116.1', 'CP016404.1', 'CP041532.1', 'LR134152.1', 'CP042645.1']"
JQ182726,Escherichia virus mEpX2,Escherichia coli,"['CP002291.1', 'LR134234.1', 'CP001855.1', 'CP026085.1', 'CP002967.1', 'CP002516.1', 'CP002185.1', 'CP010170.1', 'CP010169.1', 'CP043736.1', 'CP031134.1', 'CP026199.1', 'CP010160.1', 'CP043754.1', 'CP010196.1', 'CP010186.1', 'CP023142.1', 'CP022393.1', 'CP043752.1', 'CP041448.1', 'CP034843.1', 'CP002729.1', 'CP041628.1', 'CP010242.1', 'CP016628.1', 'CP025739.1', 'CP042588.1', 'CP033096.1', 'CP018948.1', 'CP040886.1', 'CP042973.1', 'CP042899.1', 'CP040263.1', 'CP018206.1', 'CP016404.1', 'CP041532.1', 'CP042645.1', 'CP010219.1', 'CU651637.1', 'CP019243.1', 'CP014092.1', 'CP049353.1', 'CP039298.1']"
JQ182727,Escherichia virus mEpX1,Escherichia coli,"['CP002291.1', 'LR134234.1', 'CP001855.1', 'CP026085.1', 'CP002967.1', 'CP002516.1', 'CP002185.1', 'CP010170.1', 'CP010169.1', 'CP043736.1', 'CP026199.1', 'CP043754.1', 'CP023142.1', 'CP043752.1', 'CP041448.1', 'CP034843.1', 'CP002729.1', 'CP041628.1', 'CP010242.1', 'CP043750.1', 'CP025739.1', 'CP033096.1', 'LR134220.1', 'LS483296.1', 'CP018206.1', 'CP016404.1', 'CP041532.1', 'CP042645.1', 'CP010219.1', 'CU651637.1', 'CP019243.1', 'CP014092.1', 'CP024134.1', 'CP049353.1', 'CP039298.1', 'AP019761.1', 'CP026202.1', 'CP028589.1']"
JQ182728,Enterobacteria phage mEp460,Escherichia coli,"['LR134191.1', 'CP048326.1', 'CP048322.1', 'CP024138.1', 'CP029164.1', 'CP012112.1', 'CP045190.1', 'CP036202.1', 'AP017610.1', 'CP041304.1', 'CP029687.1', 'CP048107.1', 'CP010122.1', 'CP003109.1', 'CP015241.1', 'CP001846.1', 'CP043539.1', 'CP041623.1', 'CP022689.1', 'CP018250.1', 'CP018252.1', 'CP018237.1', 'CP017251.1', 'CP017249.1', 'CP034384.1', 'CP045863.1', 'CP038494.1', 'CP032805.1', 'CP040570.1', 'CP028700.1', 'CP028698.1', 'CP028693.1', 'CP028685.1', 'CP028683.1', 'CP028654.1', 'CP028652.1', 'CP028650.1', 'CP028609.1', 'CP031913.1']"
JQ182729,Enterobacterial phage mEp390,Escherichia coli,"['CP002291.1', 'CP010170.1', 'CP010169.1', 'AP021892.1', 'CP043752.1', 'CP041448.1', 'CP034843.1', 'CP002729.1', 'CP025739.1', 'LT883142.1', 'LR130532.1', 'CP026399.1', 'CP029242.1', 'AP021894.1', 'CP032237.1', 'CP030919.1', 'CP026202.1', 'CP017220.1', 'CP022686.1', 'CP035486.1', 'CP007799.1', 'CP015912.1', 'CP020514.1', 'CP035350.1', 'CP021175.1', 'CP017980.1', 'CP018121.1', 'CP018115.1', 'CP018109.1', 'CP018103.1', 'LR025099.1', 'CP048367.1', 'CP040269.1', 'CP022154.1', 'CP032515.1', 'CP034784.1', 'CP019560.1', 'CP032259.1', 'LT985302.1', 'CP023368.1', 'CP009073.1']"
JQ182730,Enterobacteria phage mEp237,Escherichia coli,"['CP002291.1', 'CP019455.1', 'CP010170.1', 'CP010169.1', 'CP041448.1', 'CP025739.1', 'CP042645.1', 'LR134240.1', 'LT883142.1', 'LR130532.1', 'CP026399.1', 'CP029242.1', 'LS483297.1', 'CP047127.1', 'CP045741.1', 'CP013952.1', 'CP017100.1', 'CP013253.1', 'CP000948.1', 'CP012378.1', 'AP021894.1', 'CP020048.1', 'CP021535.1', 'CP032237.1', 'CP030919.1', 'LR134247.1', 'CP044314.1', 'CP031898.1', 'LR134311.1', 'CP012376.1', 'CP010145.1', 'CP009104.1', 'CP023165.1', 'CP046259.1', 'CP043744.1', 'CP028381.1', 'LR134225.1', 'MG692624.1', 'CP027449.1', 'CP019953.1', 'CP043478.1', 'CP025950.1', 'CP038453.1']"
JQ182731,Enterobacteria phage mEp235,Escherichia coli,"['CP026085.1', 'CP002967.1', 'CP002516.1', 'CP043752.1', 'CP041448.1', 'CP034843.1', 'CP040570.1', 'CP028700.1', 'CP028698.1', 'CP028693.1', 'CP028685.1', 'CP028683.1', 'CP028654.1', 'CP028650.1', 'CP028609.1', 'CP014092.1', 'CP000802.1', 'CP039403.1', 'CP005930.1', 'CP024134.1', 'CP024155.1', 'CP045140.1', 'CP041747.1', 'CP028695.1', 'CP028690.1', 'CP028687.1', 'CP028607.1', 'CP016755.1', 'CP017669.1', 'CP017444.1', 'CP017440.1', 'CP015023.1', 'CP023357.1', 'CP029692.1', 'CP042981.1', 'AP010960.1', 'CP031912.1', 'CP021689.1', 'CP022279.1']"
JQ182732,Escherichia virus mEp234,Escherichia coli,"['CP002291.1', 'CP023349.1', 'CP009578.1', 'CP040927.1', 'CP031293.1', 'CP043754.1', 'CP010196.1', 'CP010186.1', 'CP022393.1', 'CP010229.1', 'CP010121.1', 'CP019558.1', 'CP043752.1', 'CP041448.1', 'CP034843.1', 'CP002729.1', 'CP007391.1', 'CP007390.1', 'CP007265.1', 'CP041628.1', 'CP041520.1', 'CP005998.1', 'CP010242.1', 'CP043750.1', 'CP041550.1', 'CP029180.1', 'CP023201.1', 'CP016628.1', 'CP025739.1', 'CP042588.1', 'CP033096.1', 'CP041031.1', 'CP032426.1', 'CP035123.1', 'CP026473.1', 'LR740776.1', 'CP018953.1', 'CP010876.1', 'CP018948.1', 'CP040886.1', 'CP042973.1', 'CP042899.1']"
JQ182733,Enterobacterial phage mEp213,Escherichia coli,"['CP001855.1', 'CP010170.1', 'CP010169.1', 'CP040927.1', 'CP031293.1', 'CP010160.1', 'CP022393.1', 'CP010121.1', 'CP019558.1', 'CP002729.1', 'CP041520.1', 'CP005998.1', 'CP043750.1', 'CP023201.1', 'CP018948.1', 'CP037943.1', 'CP028126.1', 'CP030919.1', 'CP042982.1', 'CP045827.1', 'CP037941.1', 'AP018808.1', 'CP028112.1', 'CP012693.1', 'CP027472.1', 'CP017220.1', 'CP022686.1', 'CP035486.1', 'CP007799.1', 'CP009050.1']"
JQ182734,Enterobacteria phage mEp043 c-1,Escherichia coli,"['CP010170.1', 'CP010169.1', 'CP043736.1', 'CP020509.1', 'CP024821.1', 'CP040927.1', 'CP026199.1', 'AP021892.1', 'CP013663.1', 'CP023386.1', 'CP023142.1', 'CP019558.1', 'CP002729.1', 'CP005998.1', 'CP010242.1', 'CP023201.1', 'CP025739.1', 'CP018948.1', 'CP029687.1', 'CP016404.1', 'CP041532.1', 'CP042645.1', 'CP030919.1', 'CU651637.1', 'CP019243.1', 'CP014092.1', 'CP011134.1', 'CP039298.1', 'CP017220.1', 'CP022686.1', 'CP035486.1', 'CP007799.1', 'CP021288.1', 'CP027205.1', 'CP049077.1', 'LS992192.1', 'CP018991.1', 'CP023820.1', 'CP031215.1', 'CP021193.1', 'CP029212.1', 'CP019008.1', 'CP024886.1']"
JQ182735,Escherichia virus HK629,Escherichia coli,"['LS992166.1', 'CP042901.1', 'CP019558.1', 'CP029239.1', 'CP049086.1', 'CP048439.1', 'CP043213.1', 'CP043211.1', 'CP043203.1', 'CP043209.1', 'CP043191.1', 'CP043183.1', 'CP043197.1', 'CP043189.1', 'CP043187.1', 'CP043199.1', 'CP043185.1', 'CP028702.1', 'CP018801.1', 'CP040643.1', 'CP043201.1', 'CP043205.1', 'CP043193.1', 'CP043195.1', 'CP043207.1', 'CP034595.1', 'CP011495.1', 'LN832404.1', 'CP042867.1', 'CP042865.1', 'CP011938.1', 'CP010585.1', 'CP001509.1', 'CP001665.1', 'CP001396.1', 'CP014272.1', 'CP014269.1', 'LR134240.1', 'CP049943.1', 'CP049299.1', 'CP038791.1']"
JX625144,Enterobacteria phage M,Escherichia coli J53 (plasmid RIP69),"['NZ_MK638972.1', 'NZ_MK638972.1']"
JX561091,Escherichia virus phAPEC8,Escherichia coli,"['CP032679.1', 'CP057073.1', 'CP026941.1', 'CP053788.1', 'CP053786.1', 'CP053677.1', 'CP053678.1', 'CP053679.1', 'CP038347.1', 'CP053560.1', 'MT230403.1', 'MT230357.1', 'MT230324.1', 'MT230314.1', 'MT230257.1', 'MT230229.1', 'MT230222.1', 'MT230211.1', 'MT230198.1', 'MT230105.1', 'CP053081.1', 'CP048295.1', 'MN612051.1', 'CP043541.1', 'CP049350.1', 'MN335639.1', 'MN419438.1', 'MN419437.1', 'MN419436.1', 'MN419434.1', 'MN419433.1', 'MN419432.1', 'MN419431.1', 'MN419430.1', 'CP041420.1', 'CP026934.1', 'LR743516.1', 'LC501524.1', 'CP057698.1', 'CP057275.1', 'CP056606.1', 'AP022216.1', 'AP022160.1', 'CP058572.1', 'MK764029.1', 'MK764028.1', 'MK764027.1', 'MK764026.1', 'MK764025.1', 'MK764024.1']"
JN986846,Escherichia virus C40,Escherichia coli,"['CP054328.1', 'LS992166.1', 'CP024134.1', 'CP035339.1', 'CP035354.1', 'CP056985.1', 'CP027597.1', 'CP015229.1', 'CP042903.1', 'CP018840.1', 'CP058031.1', 'CP055981.1', 'CP055976.1', 'CP055973.1', 'CP055967.1', 'CP055964.1', 'CP055958.1', 'CP055951.1', 'CP055918.1', 'CP058019.1', 'CP057996.1', 'CP057978.1', 'CP057967.1', 'CP057964.1', 'CP057962.1', 'CP057961.1', 'CP057953.1', 'CP057932.1', 'CP057930.1', 'CP057885.1', 'CP057882.1', 'CP057860.1', 'CP057854.1', 'CP057849.1', 'CP057812.1', 'CP057843.1', 'CP057833.1', 'CP057796.1', 'CP057784.1', 'CP057778.1', 'CP057767.1', 'CP057729.1', 'CP057693.1', 'CP057684.1', 'CP057677.1', 'CP057660.1', 'CP057645.1', 'CP057640.1', 'CP057597.1', 'CP057539.1']"
JX865427,Escherichia virus JL1,Escherichia coli O157:H7,"['NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP022729.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP017439.1', 'NZ_CP017445.1', 'NZ_CP017441.1', 'NZ_CP017435.1', 'NZ_CP017443.1', 'NZ_CP017447.1', 'NZ_CP017437.1', 'NZ_CP016626.1', 'NZ_CP010305.1', 'NC_013008.1', 'NC_013010.1', 'NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP045863.1', 'NZ_CP022729.1', 'NZ_CP015842.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NZ_CP008805.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP033605.1', 'NZ_CP017439.1', 'NZ_CP017438.1', 'NZ_CP017445.1', 'NC_013942.1', 'NC_013941.1', 'NZ_EU675685.1', 'AP022816.1', 'AP022815.1', 'AP022811.1', 'NC_017907.1', 'NC_017906.1']"
JX976549,Acinetobacter virus AB2,Acinetobacter baumannii,"['CP041148.1', 'CP050911.1', 'CP050904.1', 'CP050907.1', 'CP017654.1', 'CP021326.1', 'CP027123.1', 'CP027607.1', 'CP026707.1', 'CP015483.1', 'CP010779.1', 'CP003500.1', 'CP050914.1', 'CP020578.1', 'CP014215.1', 'CP050390.1', 'CP050916.1', 'CP043418.1', 'CP043419.1', 'CP043417.1', 'CP042841.1', 'AP019685.1', 'CP035051.1', 'CP035049.1', 'CP035045.1', 'CP035043.1', 'CP034243.1', 'CP034242.1', 'CP001937.1', 'CP023140.1', 'CP031743.1', 'CP023034.1', 'CP023026.1', 'CP031444.1', 'CP035184.1', 'CP035186.1', 'CP035183.1', 'CP035185.1', 'CP021496.1', 'CP029569.1', 'CP026943.1', 'CP025266.1', 'CP024613.1', 'CP024612.1', 'CP024611.1', 'CP024124.1', 'CP024576.1', 'CP020584.1', 'CP020581.1', 'CP020579.1']"
JX560968,Escherichia virus EC6,Escherichia coli serotype O157:H7,"['NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP022729.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP017439.1', 'NZ_CP017445.1', 'NZ_CP017441.1', 'NZ_CP017435.1', 'NZ_CP017443.1', 'NZ_CP017447.1', 'NZ_CP017437.1', 'NZ_CP016626.1', 'NZ_CP010305.1', 'NC_013008.1', 'NC_013010.1', 'NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP045863.1', 'NZ_CP022729.1', 'NZ_CP015842.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NZ_CP008805.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP033605.1', 'NZ_CP017439.1', 'NZ_CP017438.1', 'NZ_CP017445.1', 'NC_013942.1', 'NC_013941.1', 'NZ_EU675685.1', 'NZ_CP040313.1', 'NZ_CP040310.1', 'NZ_CP040309.1', 'NZ_CP040306.1', 'NZ_CP040305.1', 'NZ_CP040312.1', 'NZ_CP040311.1', 'NZ_CP040317.1', 'NZ_CP040316.1', 'NZ_CP040315.1', 'NZ_CP040314.1', 'NZ_CP040308.1', 'NZ_CP040307.1', 'NC_017656.1', 'NC_017655.1', 'CP038380.1']"
JX412914,Escherichia virus M13,Escherichia coli,"['CP014272.1', 'CP014269.1', 'CP038392.1', 'CP025977.1', 'CP025974.1', 'CP025971.1', 'CP025858.1', 'CP025860.1', 'CP025904.1', 'CP024280.1', 'CP024294.1', 'FN649418.1', 'LC501661.1']"
JX128257,Escherichia virus ECML4,Escherichia coli O157:H7,"['NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP022729.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP017439.1', 'NZ_CP017445.1', 'NZ_CP017441.1', 'NZ_CP017435.1', 'NZ_CP017443.1', 'NZ_CP017447.1', 'NZ_CP017437.1', 'NZ_CP016626.1', 'NZ_CP010305.1', 'NC_013008.1', 'NC_013010.1', 'NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP045863.1', 'NZ_CP022729.1', 'NZ_CP015842.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NZ_CP008805.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP033605.1', 'NZ_CP017439.1', 'NZ_CP017438.1', 'NZ_CP017445.1', 'NC_013942.1', 'NC_013941.1', 'NZ_EU675685.1', 'AP022816.1', 'AP022815.1', 'AP022811.1', 'NC_017907.1', 'NC_017906.1']"
JX128258,Escherichia virus ECML-117,Escherichia coli O157:H7,"['NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP022729.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP017439.1', 'NZ_CP017445.1', 'NZ_CP017441.1', 'NZ_CP017435.1', 'NZ_CP017443.1', 'NZ_CP017447.1', 'NZ_CP017437.1', 'NZ_CP016626.1', 'NZ_CP010305.1', 'NC_013008.1', 'NC_013010.1', 'NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP045863.1', 'NZ_CP022729.1', 'NZ_CP015842.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NZ_CP008805.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP033605.1', 'NZ_CP017439.1', 'NZ_CP017438.1', 'NZ_CP017445.1', 'NC_013942.1', 'NC_013941.1', 'NZ_EU675685.1', 'AP022816.1', 'AP022815.1', 'AP022811.1', 'NC_017907.1', 'NC_017906.1']"
JX128259,Escherichia virus ECML134,Escherichia coli O157:H7,"['NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP022729.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP017439.1', 'NZ_CP017445.1', 'NZ_CP017441.1', 'NZ_CP017435.1', 'NZ_CP017443.1', 'NZ_CP017447.1', 'NZ_CP017437.1', 'NZ_CP016626.1', 'NZ_CP010305.1', 'NC_013008.1', 'NC_013010.1', 'NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP045863.1', 'NZ_CP022729.1', 'NZ_CP015842.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NZ_CP008805.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP033605.1', 'NZ_CP017439.1', 'NZ_CP017438.1', 'NZ_CP017445.1', 'NC_013942.1', 'NC_013941.1', 'NZ_EU675685.1', 'AP022816.1', 'AP022815.1', 'AP022811.1', 'NC_017907.1', 'NC_017906.1']"
JQ764986,Escherichia virus phiX174,Escherichia coli C,"['NZ_CP020543.1', 'CP020543.1', 'NC_010468.1', 'CP000946.1']"
JQ764987,Escherichia virus phiX174,Escherichia coli C,"['NZ_CP020543.1', 'CP020543.1', 'NC_010468.1', 'CP000946.1']"
JQ764988,Escherichia virus phiX174,Escherichia coli C,"['NZ_CP020543.1', 'CP020543.1', 'NC_010468.1', 'CP000946.1']"
JQ764989,Escherichia virus phiX174,Escherichia coli C,"['NZ_CP020543.1', 'CP020543.1', 'NC_010468.1', 'CP000946.1']"
JQ764990,Escherichia virus phiX174,Escherichia coli C,"['NZ_CP020543.1', 'CP020543.1', 'NC_010468.1', 'CP000946.1']"
HQ665011,Escherichia virus AKFV33,Escherichia coli,['CP032679.1']
JQ347801,Escherichia phage JLK-2012,Escherichia coli O55:H7 str. DEC5E,"['NC_017656.1', 'NC_017655.1', 'NC_017657.1', 'NC_017654.1', 'NC_017653.1', 'NC_017658.1', 'CP003114.1', 'CP003113.1', 'CP003112.1', 'CP003111.1', 'CP003110.1', 'CP003109.1', 'NC_013008.1', 'CP042982.1', 'AP018808.1', 'CP028126.1', 'CP027572.1', 'CP027390.1', 'CP027387.1', 'CP012693.1', 'AP010958.1', 'CP039837.1', 'CP038383.1', 'CP035751.1', 'CP027472.1', 'CP050998.1', 'AP019703.1']"
JN673056,Escherichia virus PhaxI,Escherichia coli O157:H7,"['NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP022729.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP017439.1', 'NZ_CP017445.1', 'NZ_CP017441.1', 'NZ_CP017435.1', 'NZ_CP017443.1', 'NZ_CP017447.1', 'NZ_CP017437.1', 'NZ_CP016626.1', 'NZ_CP010305.1', 'NC_013008.1', 'NC_013010.1', 'NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP045863.1', 'NZ_CP022729.1', 'NZ_CP015842.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NZ_CP008805.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP033605.1', 'NZ_CP017439.1', 'NZ_CP017438.1', 'NZ_CP017445.1', 'NC_013942.1', 'NC_013941.1', 'NZ_EU675685.1', 'AP022816.1', 'AP022815.1', 'AP022811.1', 'NC_017907.1', 'NC_017906.1']"
JF974339,Enterobacteria phage IME10,Escherichia coli,"['CP002291.1', 'LR134234.1', 'CP001855.1', 'LS992166.1', 'CP026085.1', 'CP002967.1', 'CP002516.1', 'CP002185.1', 'CP019029.1', 'CP019455.1', 'CP010170.1', 'CP010169.1', 'CP023349.1', 'CP043736.1', 'CP022164.1', 'CP020509.1', 'CP024821.1', 'CP009578.1', 'CP027457.1', 'CP040927.1', 'CP031293.1', 'CP031134.1', 'CP026199.1', 'CP034738.1', 'AP021892.1', 'CP010160.1', 'CP013663.1', 'CP023258.1', 'CP043754.1', 'CP023386.1', 'CP010196.1', 'CP010186.1', 'CP023142.1', 'CP022393.1', 'CP010229.1', 'CP010121.1', 'CP041520.1', 'CP010242.1', 'CP028589.1', 'CP046003.1']"
HM173637,Escherichia virus HK75,Escherichia coli K-12,"['NC_010473.1', 'NC_002483.1', 'AP001918.1', 'NZ_MK753227.1', 'NZ_MK753226.1', 'NZ_MK753225.1', 'NZ_MK753228.1', 'NZ_MF521836.1', 'NZ_KX156773.1', 'NZ_KX156772.1', 'KX156773.1', 'KX156772.1', 'KJ170699.1', 'NZ_CP014271.1', 'NZ_CP014273.1', 'CP032679.1', 'NC_007779.1', 'NZ_CP009644.1', 'NZ_CP009789.1', 'NC_010473.1', 'NZ_CP027060.1', 'U00096.3', 'NZ_LR881938.1', 'NZ_CP017100.1', 'NZ_CP014348.1', 'NZ_CP009685.1', 'NC_002483.1', 'AP001918.1', 'NZ_LM993812.1', 'NZ_LM995446.1', 'NZ_MK753227.1', 'NZ_MK753226.1', 'NZ_MK753225.1', 'NZ_MK753228.1', 'NZ_MF521836.1', 'NC_012759.1', 'NC_001371.1', 'NZ_CP040643.1', 'NZ_CP053608.1']"
JN600960,Enterobacteria phage IME10,Escherichia coli,"['CP002291.1', 'LR134234.1', 'CP001855.1', 'LS992166.1', 'CP026085.1', 'CP002967.1', 'CP002516.1', 'CP002185.1', 'CP019029.1', 'CP019455.1', 'CP010170.1', 'CP010169.1', 'CP023349.1', 'CP043736.1', 'CP022164.1', 'CP020509.1', 'CP024821.1', 'CP009578.1', 'CP027457.1', 'CP040927.1', 'CP031293.1', 'CP031134.1', 'CP026199.1', 'CP034738.1', 'AP021892.1', 'CP013663.1', 'CP023258.1', 'CP043754.1', 'CP023386.1', 'CP010196.1', 'CP010186.1', 'CP023142.1', 'CP022393.1', 'CP010229.1', 'CP010121.1', 'CP041520.1', 'CP010242.1', 'CP028589.1', 'CP046003.1']"
HM208303,Escherichia virus 24B,Escherichia coli O157:H7,"['NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP022729.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP017439.1', 'NZ_CP017445.1', 'NZ_CP017441.1', 'NZ_CP017435.1', 'NZ_CP017443.1', 'NZ_CP017447.1', 'NZ_CP017437.1', 'NZ_CP016626.1', 'NZ_CP010305.1', 'NC_013008.1', 'NC_013010.1', 'NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP045863.1', 'NZ_CP022729.1', 'NZ_CP015842.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NZ_CP008805.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP033605.1', 'NZ_CP017439.1', 'NZ_CP017438.1', 'NZ_CP017445.1', 'NC_013942.1', 'NC_013941.1', 'NZ_EU675685.1', 'AP022816.1', 'AP022815.1', 'AP022811.1', 'NC_017907.1', 'NC_017906.1']"
HQ829472,Escherichia virus Bp7,Escherichia coli O78.A,"['CP032679.1', 'CP028850.1', 'CP031707.1', 'CP031706.1']"
JN593240,Escherichia virus CBA120,Escherichia coli; O157:H7; NCTC 12900,"['NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP022729.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP017439.1', 'NZ_CP017445.1', 'NZ_CP017441.1', 'NZ_CP017435.1', 'NZ_CP017443.1', 'NZ_CP017447.1', 'NZ_CP017437.1', 'NZ_CP016626.1', 'NZ_CP010305.1', 'NC_013008.1', 'NC_013010.1', 'NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP045863.1', 'NZ_CP022729.1', 'NZ_CP015842.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NZ_CP008805.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP033605.1', 'NZ_CP017439.1', 'NZ_CP017438.1', 'NZ_CP017445.1']"
HM997020,Escherichia phage wV7,Escherichia coli,['NC_013008.1']
JN202312,Escherichia virus Ime09,Escherichia coli,"['CP058031.1', 'CP055981.1', 'CP055976.1', 'CP055973.1', 'CP055967.1', 'CP055964.1', 'CP055958.1', 'CP055951.1', 'CP055918.1', 'CP058019.1', 'CP057996.1', 'CP057978.1', 'CP057967.1', 'CP057964.1', 'CP057962.1', 'CP057961.1', 'CP057953.1', 'CP057932.1', 'CP057930.1', 'CP057885.1', 'CP057882.1', 'CP057860.1', 'CP057854.1', 'CP057849.1', 'CP057812.1', 'CP057843.1', 'CP057833.1', 'CP057796.1', 'CP057784.1', 'CP057778.1', 'CP057767.1', 'CP057729.1', 'CP057693.1', 'CP057684.1', 'CP057677.1', 'CP057660.1', 'CP057645.1', 'CP057640.1', 'CP057597.1', 'CP057539.1', 'CP050031.1', 'CP050036.1', 'CP050040.1', 'CP050044.1', 'CP058682.1', 'CP057523.1', 'CP057520.1', 'CP057493.1', 'CP057487.1', 'CP057479.1']"
JF770475,Escherichia virus phiEB49,Escherichia coli CFT073,"['NC_004431.1', 'NC_004431.1', 'NZ_CP051263.1', 'AE014075.1', 'CP001855.1', 'AP010958.1', 'CP001368.1']"
HQ186308,Acinetobacter virus phiAB1,Acinetobacter baumannii M68316,['NZ_CP047976.1']
GU903191,Escherichia virus CVM10,Escherichia coli,['CP032679.1']
GU385905,Escherichia virus phiX174,Escherichia coli,['CP032679.1']
GU196277,Escherichia virus K1G,Escherichia coli O18:K1:H7,"['NZ_CP010171.1', 'FO203501.1']"
GU196278,Escherichia virus K1H,Escherichia coli O18:K1:H7,"['NZ_CP010171.1', 'FO203501.1']"
GU196279,Escherichia virus K1ind1,Escherichia coli O18:K1:H7,"['NZ_CP010171.1', 'FO203501.1']"
GU196280,Escherichia virus K1ind2,Escherichia coli O18:K1:H7,"['NZ_CP010171.1', 'FO203501.1']"
GU196281,Escherichia phage K1-ind(3),Escherichia coli O18:K1:H7,"['NZ_CP010171.1', 'FO203501.1']"
